comp_method,detector,band,channel,condition,trial_id,erd_onset_s,ers_onset_s
hilbert,thresh_sd,mu,COI-avg,left,0,,
hilbert,thresh_sd,mu,COI-avg,left,1,,
hilbert,thresh_sd,mu,COI-avg,left,2,,
hilbert,thresh_sd,mu,COI-avg,left,3,,
hilbert,thresh_sd,mu,COI-avg,left,4,,
hilbert,thresh_sd,mu,COI-avg,left,5,,
hilbert,thresh_sd,mu,COI-avg,left,6,,
hilbert,thresh_sd,mu,COI-avg,left,7,,
hilbert,thresh_sd,mu,COI-avg,left,8,,
hilbert,thresh_sd,mu,COI-avg,left,9,,
hilbert,thresh_sd,mu,COI-avg,left,10,,
hilbert,thresh_sd,mu,COI-avg,left,11,,
hilbert,thresh_sd,mu,COI-avg,left,12,,
hilbert,thresh_sd,mu,COI-avg,left,13,,
hilbert,thresh_sd,mu,COI-avg,left,14,,
hilbert,thresh_sd,mu,COI-avg,left,15,,
hilbert,thresh_sd,mu,COI-avg,left,16,,
hilbert,thresh_sd,mu,COI-avg,left,17,,
hilbert,thresh_sd,mu,COI-avg,left,18,,
hilbert,thresh_sd,mu,COI-avg,left,19,,
hilbert,thresh_sd,mu,COI-avg,left,20,,
hilbert,thresh_sd,mu,COI-avg,left,21,,
hilbert,thresh_sd,mu,COI-avg,left,22,,
hilbert,thresh_sd,mu,COI-avg,left,23,,
hilbert,changepoint,mu,COI-avg,left,0,0.668,1.536
hilbert,changepoint,mu,COI-avg,left,1,0.342,1.588
hilbert,changepoint,mu,COI-avg,left,2,0.33,
hilbert,changepoint,mu,COI-avg,left,3,0.336,
hilbert,changepoint,mu,COI-avg,left,4,0.364,
hilbert,changepoint,mu,COI-avg,left,5,0.334,
hilbert,changepoint,mu,COI-avg,left,6,,1.562
hilbert,changepoint,mu,COI-avg,left,7,0.384,1.564
hilbert,changepoint,mu,COI-avg,left,8,0.348,
hilbert,changepoint,mu,COI-avg,left,9,0.326,
hilbert,changepoint,mu,COI-avg,left,10,0.33,1.914
hilbert,changepoint,mu,COI-avg,left,11,0.406,
hilbert,changepoint,mu,COI-avg,left,12,0.328,
hilbert,changepoint,mu,COI-avg,left,13,0.416,
hilbert,changepoint,mu,COI-avg,left,14,0.332,
hilbert,changepoint,mu,COI-avg,left,15,0.344,1.534
hilbert,changepoint,mu,COI-avg,left,16,0.326,
hilbert,changepoint,mu,COI-avg,left,17,0.418,
hilbert,changepoint,mu,COI-avg,left,18,0.336,
hilbert,changepoint,mu,COI-avg,left,19,0.338,
hilbert,changepoint,mu,COI-avg,left,20,0.33,
hilbert,changepoint,mu,COI-avg,left,21,0.328,
hilbert,changepoint,mu,COI-avg,left,22,0.344,
hilbert,changepoint,mu,COI-avg,left,23,0.338,
hilbert,halfpeak,mu,COI-avg,left,0,0.61,1.532
hilbert,halfpeak,mu,COI-avg,left,1,0.3,4.06
hilbert,halfpeak,mu,COI-avg,left,2,0.3,3.254
hilbert,halfpeak,mu,COI-avg,left,3,0.3,3.762
hilbert,halfpeak,mu,COI-avg,left,4,0.3,2.8
hilbert,halfpeak,mu,COI-avg,left,5,0.3,3.976
hilbert,halfpeak,mu,COI-avg,left,6,0.862,1.538
hilbert,halfpeak,mu,COI-avg,left,7,0.484,1.53
hilbert,halfpeak,mu,COI-avg,left,8,0.314,3.482
hilbert,halfpeak,mu,COI-avg,left,9,0.3,3.42
hilbert,halfpeak,mu,COI-avg,left,10,0.3,1.774
hilbert,halfpeak,mu,COI-avg,left,11,0.41,3.454
hilbert,halfpeak,mu,COI-avg,left,12,0.3,
hilbert,halfpeak,mu,COI-avg,left,13,0.378,4.122
hilbert,halfpeak,mu,COI-avg,left,14,0.3,4.976
hilbert,halfpeak,mu,COI-avg,left,15,0.3,1.5
hilbert,halfpeak,mu,COI-avg,left,16,0.3,
hilbert,halfpeak,mu,COI-avg,left,17,0.42,3.63
hilbert,halfpeak,mu,COI-avg,left,18,0.3,2.736
hilbert,halfpeak,mu,COI-avg,left,19,0.3,
hilbert,halfpeak,mu,COI-avg,left,20,0.3,3.492
hilbert,halfpeak,mu,COI-avg,left,21,0.3,3.39
hilbert,halfpeak,mu,COI-avg,left,22,0.3,1.948
hilbert,halfpeak,mu,COI-avg,left,23,0.3,4.79
hilbert,thresh_sd,beta,COI-avg,left,0,,
hilbert,thresh_sd,beta,COI-avg,left,1,,
hilbert,thresh_sd,beta,COI-avg,left,2,,
hilbert,thresh_sd,beta,COI-avg,left,3,,
hilbert,thresh_sd,beta,COI-avg,left,4,,
hilbert,thresh_sd,beta,COI-avg,left,5,,
hilbert,thresh_sd,beta,COI-avg,left,6,,
hilbert,thresh_sd,beta,COI-avg,left,7,,
hilbert,thresh_sd,beta,COI-avg,left,8,,
hilbert,thresh_sd,beta,COI-avg,left,9,,
hilbert,thresh_sd,beta,COI-avg,left,10,,
hilbert,thresh_sd,beta,COI-avg,left,11,,
hilbert,thresh_sd,beta,COI-avg,left,12,,
hilbert,thresh_sd,beta,COI-avg,left,13,,
hilbert,thresh_sd,beta,COI-avg,left,14,,
hilbert,thresh_sd,beta,COI-avg,left,15,,
hilbert,thresh_sd,beta,COI-avg,left,16,,
hilbert,thresh_sd,beta,COI-avg,left,17,,
hilbert,thresh_sd,beta,COI-avg,left,18,,
hilbert,thresh_sd,beta,COI-avg,left,19,,
hilbert,thresh_sd,beta,COI-avg,left,20,,
hilbert,thresh_sd,beta,COI-avg,left,21,,
hilbert,thresh_sd,beta,COI-avg,left,22,,
hilbert,thresh_sd,beta,COI-avg,left,23,,
hilbert,changepoint,beta,COI-avg,left,0,0.338,1.848
hilbert,changepoint,beta,COI-avg,left,1,,2.424
hilbert,changepoint,beta,COI-avg,left,2,0.412,1.556
hilbert,changepoint,beta,COI-avg,left,3,0.354,1.542
hilbert,changepoint,beta,COI-avg,left,4,0.954,2.184
hilbert,changepoint,beta,COI-avg,left,5,0.328,
hilbert,changepoint,beta,COI-avg,left,6,1.014,
hilbert,changepoint,beta,COI-avg,left,7,0.358,3.71
hilbert,changepoint,beta,COI-avg,left,8,,1.858
hilbert,changepoint,beta,COI-avg,left,9,0.354,2.808
hilbert,changepoint,beta,COI-avg,left,10,0.34,1.644
hilbert,changepoint,beta,COI-avg,left,11,,1.548
hilbert,changepoint,beta,COI-avg,left,12,,1.796
hilbert,changepoint,beta,COI-avg,left,13,1.944,1.56
hilbert,changepoint,beta,COI-avg,left,14,0.354,1.548
hilbert,changepoint,beta,COI-avg,left,15,0.636,1.772
hilbert,changepoint,beta,COI-avg,left,16,0.448,
hilbert,changepoint,beta,COI-avg,left,17,1.706,2.232
hilbert,changepoint,beta,COI-avg,left,18,0.36,1.626
hilbert,changepoint,beta,COI-avg,left,19,0.34,
hilbert,changepoint,beta,COI-avg,left,20,0.52,
hilbert,changepoint,beta,COI-avg,left,21,0.342,2.448
hilbert,changepoint,beta,COI-avg,left,22,0.692,
hilbert,changepoint,beta,COI-avg,left,23,0.362,
hilbert,halfpeak,beta,COI-avg,left,0,0.3,2.678
hilbert,halfpeak,beta,COI-avg,left,1,1.244,2.406
hilbert,halfpeak,beta,COI-avg,left,2,0.3,1.518
hilbert,halfpeak,beta,COI-avg,left,3,0.322,1.5
hilbert,halfpeak,beta,COI-avg,left,4,0.668,1.91
hilbert,halfpeak,beta,COI-avg,left,5,0.3,3.546
hilbert,halfpeak,beta,COI-avg,left,6,0.566,3.414
hilbert,halfpeak,beta,COI-avg,left,7,0.3,2.31
hilbert,halfpeak,beta,COI-avg,left,8,0.492,1.772
hilbert,halfpeak,beta,COI-avg,left,9,0.3,2.13
hilbert,halfpeak,beta,COI-avg,left,10,0.3,1.858
hilbert,halfpeak,beta,COI-avg,left,11,0.352,1.528
hilbert,halfpeak,beta,COI-avg,left,12,0.612,1.642
hilbert,halfpeak,beta,COI-avg,left,13,0.516,2.736
hilbert,halfpeak,beta,COI-avg,left,14,0.3,1.548
hilbert,halfpeak,beta,COI-avg,left,15,0.548,1.708
hilbert,halfpeak,beta,COI-avg,left,16,0.3,3.658
hilbert,halfpeak,beta,COI-avg,left,17,0.858,1.942
hilbert,halfpeak,beta,COI-avg,left,18,0.3,1.596
hilbert,halfpeak,beta,COI-avg,left,19,0.3,3.604
hilbert,halfpeak,beta,COI-avg,left,20,0.478,3.432
hilbert,halfpeak,beta,COI-avg,left,21,0.3,2.352
hilbert,halfpeak,beta,COI-avg,left,22,0.426,1.844
hilbert,halfpeak,beta,COI-avg,left,23,0.308,3.082
morlet,thresh_sd,mu,COI-avg,left,0,,
morlet,thresh_sd,mu,COI-avg,left,1,,1.54
morlet,thresh_sd,mu,COI-avg,left,2,,
morlet,thresh_sd,mu,COI-avg,left,3,,
morlet,thresh_sd,mu,COI-avg,left,4,,
morlet,thresh_sd,mu,COI-avg,left,5,,3.984
morlet,thresh_sd,mu,COI-avg,left,6,,1.512
morlet,thresh_sd,mu,COI-avg,left,7,,1.5
morlet,thresh_sd,mu,COI-avg,left,8,,3.476
morlet,thresh_sd,mu,COI-avg,left,9,,3.478
morlet,thresh_sd,mu,COI-avg,left,10,,
morlet,thresh_sd,mu,COI-avg,left,11,,
morlet,thresh_sd,mu,COI-avg,left,12,,
morlet,thresh_sd,mu,COI-avg,left,13,,4.074
morlet,thresh_sd,mu,COI-avg,left,14,,
morlet,thresh_sd,mu,COI-avg,left,15,,1.5
morlet,thresh_sd,mu,COI-avg,left,16,,
morlet,thresh_sd,mu,COI-avg,left,17,,3.61
morlet,thresh_sd,mu,COI-avg,left,18,,2.766
morlet,thresh_sd,mu,COI-avg,left,19,,
morlet,thresh_sd,mu,COI-avg,left,20,,3.436
morlet,thresh_sd,mu,COI-avg,left,21,,3.246
morlet,thresh_sd,mu,COI-avg,left,22,,2.858
morlet,thresh_sd,mu,COI-avg,left,23,,3.172
morlet,changepoint,mu,COI-avg,left,0,0.678,1.51
morlet,changepoint,mu,COI-avg,left,1,0.394,1.512
morlet,changepoint,mu,COI-avg,left,2,0.31,1.606
morlet,changepoint,mu,COI-avg,left,3,0.314,
morlet,changepoint,mu,COI-avg,left,4,0.328,
morlet,changepoint,mu,COI-avg,left,5,0.314,1.514
morlet,changepoint,mu,COI-avg,left,6,,1.504
morlet,changepoint,mu,COI-avg,left,7,0.924,1.502
morlet,changepoint,mu,COI-avg,left,8,,1.534
morlet,changepoint,mu,COI-avg,left,9,0.312,3.696
morlet,changepoint,mu,COI-avg,left,10,0.454,1.604
morlet,changepoint,mu,COI-avg,left,11,0.91,1.728
morlet,changepoint,mu,COI-avg,left,12,0.314,1.536
morlet,changepoint,mu,COI-avg,left,13,,2.902
morlet,changepoint,mu,COI-avg,left,14,0.344,1.512
morlet,changepoint,mu,COI-avg,left,15,,1.502
morlet,changepoint,mu,COI-avg,left,16,0.312,
morlet,changepoint,mu,COI-avg,left,17,1.234,1.568
morlet,changepoint,mu,COI-avg,left,18,0.322,
morlet,changepoint,mu,COI-avg,left,19,0.326,2.648
morlet,changepoint,mu,COI-avg,left,20,0.316,1.502
morlet,changepoint,mu,COI-avg,left,21,,1.518
morlet,changepoint,mu,COI-avg,left,22,,1.948
morlet,changepoint,mu,COI-avg,left,23,,1.534
morlet,halfpeak,mu,COI-avg,left,0,0.604,1.528
morlet,halfpeak,mu,COI-avg,left,1,0.396,1.54
morlet,halfpeak,mu,COI-avg,left,2,0.3,2.046
morlet,halfpeak,mu,COI-avg,left,3,0.3,3.694
morlet,halfpeak,mu,COI-avg,left,4,0.796,3.992
morlet,halfpeak,mu,COI-avg,left,5,0.3,3.968
morlet,halfpeak,mu,COI-avg,left,6,1.762,1.5
morlet,halfpeak,mu,COI-avg,left,7,0.582,1.5
morlet,halfpeak,mu,COI-avg,left,8,1.2,1.764
morlet,halfpeak,mu,COI-avg,left,9,0.3,3.412
morlet,halfpeak,mu,COI-avg,left,10,0.726,1.758
morlet,halfpeak,mu,COI-avg,left,11,0.874,1.75
morlet,halfpeak,mu,COI-avg,left,12,0.3,2.896
morlet,halfpeak,mu,COI-avg,left,13,0.656,2.362
morlet,halfpeak,mu,COI-avg,left,14,0.706,4.326
morlet,halfpeak,mu,COI-avg,left,15,0.68,1.5
morlet,halfpeak,mu,COI-avg,left,16,0.3,2.78
morlet,halfpeak,mu,COI-avg,left,17,0.48,3.594
morlet,halfpeak,mu,COI-avg,left,18,0.404,2.726
morlet,halfpeak,mu,COI-avg,left,19,0.318,1.874
morlet,halfpeak,mu,COI-avg,left,20,0.3,1.5
morlet,halfpeak,mu,COI-avg,left,21,0.75,2.4
morlet,halfpeak,mu,COI-avg,left,22,1.476,2.48
morlet,halfpeak,mu,COI-avg,left,23,1.112,3.232
morlet,thresh_sd,beta,COI-avg,left,0,,4.32
morlet,thresh_sd,beta,COI-avg,left,1,,
morlet,thresh_sd,beta,COI-avg,left,2,,
morlet,thresh_sd,beta,COI-avg,left,3,,
morlet,thresh_sd,beta,COI-avg,left,4,,
morlet,thresh_sd,beta,COI-avg,left,5,,
morlet,thresh_sd,beta,COI-avg,left,6,,
morlet,thresh_sd,beta,COI-avg,left,7,,
morlet,thresh_sd,beta,COI-avg,left,8,,
morlet,thresh_sd,beta,COI-avg,left,9,,2.528
morlet,thresh_sd,beta,COI-avg,left,10,,
morlet,thresh_sd,beta,COI-avg,left,11,,
morlet,thresh_sd,beta,COI-avg,left,12,,
morlet,thresh_sd,beta,COI-avg,left,13,,
morlet,thresh_sd,beta,COI-avg,left,14,,2.5
morlet,thresh_sd,beta,COI-avg,left,15,,
morlet,thresh_sd,beta,COI-avg,left,16,,
morlet,thresh_sd,beta,COI-avg,left,17,,
morlet,thresh_sd,beta,COI-avg,left,18,,
morlet,thresh_sd,beta,COI-avg,left,19,,
morlet,thresh_sd,beta,COI-avg,left,20,,
morlet,thresh_sd,beta,COI-avg,left,21,,2.334
morlet,thresh_sd,beta,COI-avg,left,22,,
morlet,thresh_sd,beta,COI-avg,left,23,,3.934
morlet,changepoint,beta,COI-avg,left,0,0.318,1.66
morlet,changepoint,beta,COI-avg,left,1,,1.636
morlet,changepoint,beta,COI-avg,left,2,0.314,1.53
morlet,changepoint,beta,COI-avg,left,3,0.324,1.508
morlet,changepoint,beta,COI-avg,left,4,0.328,2.166
morlet,changepoint,beta,COI-avg,left,5,0.308,
morlet,changepoint,beta,COI-avg,left,6,1.044,
morlet,changepoint,beta,COI-avg,left,7,0.318,3.706
morlet,changepoint,beta,COI-avg,left,8,,1.54
morlet,changepoint,beta,COI-avg,left,9,0.342,1.524
morlet,changepoint,beta,COI-avg,left,10,0.314,1.51
morlet,changepoint,beta,COI-avg,left,11,,1.518
morlet,changepoint,beta,COI-avg,left,12,,1.714
morlet,changepoint,beta,COI-avg,left,13,1.81,1.53
morlet,changepoint,beta,COI-avg,left,14,0.316,1.516
morlet,changepoint,beta,COI-avg,left,15,0.656,1.684
morlet,changepoint,beta,COI-avg,left,16,0.318,
morlet,changepoint,beta,COI-avg,left,17,1.148,1.546
morlet,changepoint,beta,COI-avg,left,18,0.32,1.578
morlet,changepoint,beta,COI-avg,left,19,,1.598
morlet,changepoint,beta,COI-avg,left,20,0.65,1.51
morlet,changepoint,beta,COI-avg,left,21,0.322,1.55
morlet,changepoint,beta,COI-avg,left,22,,1.712
morlet,changepoint,beta,COI-avg,left,23,,1.514
morlet,halfpeak,beta,COI-avg,left,0,0.306,2.688
morlet,halfpeak,beta,COI-avg,left,1,1.216,2.38
morlet,halfpeak,beta,COI-avg,left,2,0.3,1.518
morlet,halfpeak,beta,COI-avg,left,3,0.47,1.5
morlet,halfpeak,beta,COI-avg,left,4,0.666,2.14
morlet,halfpeak,beta,COI-avg,left,5,0.3,3.552
morlet,halfpeak,beta,COI-avg,left,6,0.82,3.422
morlet,halfpeak,beta,COI-avg,left,7,0.3,2.132
morlet,halfpeak,beta,COI-avg,left,8,0.484,1.736
morlet,halfpeak,beta,COI-avg,left,9,0.3,2.076
morlet,halfpeak,beta,COI-avg,left,10,0.3,1.5
morlet,halfpeak,beta,COI-avg,left,11,0.888,1.788
morlet,halfpeak,beta,COI-avg,left,12,0.604,1.648
morlet,halfpeak,beta,COI-avg,left,13,0.52,2.73
morlet,halfpeak,beta,COI-avg,left,14,0.3,1.542
morlet,halfpeak,beta,COI-avg,left,15,0.556,1.672
morlet,halfpeak,beta,COI-avg,left,16,0.3,3.642
morlet,halfpeak,beta,COI-avg,left,17,0.862,2.774
morlet,halfpeak,beta,COI-avg,left,18,0.3,1.592
morlet,halfpeak,beta,COI-avg,left,19,1.73,1.932
morlet,halfpeak,beta,COI-avg,left,20,0.502,1.5
morlet,halfpeak,beta,COI-avg,left,21,0.3,2.34
morlet,halfpeak,beta,COI-avg,left,22,0.674,1.846
morlet,halfpeak,beta,COI-avg,left,23,0.456,3.022
multitaper,thresh_sd,mu,COI-avg,left,0,2.284,
multitaper,thresh_sd,mu,COI-avg,left,1,,2.1
multitaper,thresh_sd,mu,COI-avg,left,2,,
multitaper,thresh_sd,mu,COI-avg,left,3,,
multitaper,thresh_sd,mu,COI-avg,left,4,1.45,
multitaper,thresh_sd,mu,COI-avg,left,5,,3.978
multitaper,thresh_sd,mu,COI-avg,left,6,,
multitaper,thresh_sd,mu,COI-avg,left,7,,1.5
multitaper,thresh_sd,mu,COI-avg,left,8,,1.64
multitaper,thresh_sd,mu,COI-avg,left,9,,3.42
multitaper,thresh_sd,mu,COI-avg,left,10,,
multitaper,thresh_sd,mu,COI-avg,left,11,,
multitaper,thresh_sd,mu,COI-avg,left,12,,
multitaper,thresh_sd,mu,COI-avg,left,13,,4.012
multitaper,thresh_sd,mu,COI-avg,left,14,,3.718
multitaper,thresh_sd,mu,COI-avg,left,15,,1.5
multitaper,thresh_sd,mu,COI-avg,left,16,0.3,
multitaper,thresh_sd,mu,COI-avg,left,17,,3.506
multitaper,thresh_sd,mu,COI-avg,left,18,,2.65
multitaper,thresh_sd,mu,COI-avg,left,19,,
multitaper,thresh_sd,mu,COI-avg,left,20,,3.404
multitaper,thresh_sd,mu,COI-avg,left,21,,2.338
multitaper,thresh_sd,mu,COI-avg,left,22,,
multitaper,thresh_sd,mu,COI-avg,left,23,,3.176
multitaper,changepoint,mu,COI-avg,left,0,0.724,1.51
multitaper,changepoint,mu,COI-avg,left,1,0.4,1.508
multitaper,changepoint,mu,COI-avg,left,2,0.316,3.502
multitaper,changepoint,mu,COI-avg,left,3,0.31,
multitaper,changepoint,mu,COI-avg,left,4,0.318,
multitaper,changepoint,mu,COI-avg,left,5,,1.506
multitaper,changepoint,mu,COI-avg,left,6,,1.504
multitaper,changepoint,mu,COI-avg,left,7,0.806,1.5
multitaper,changepoint,mu,COI-avg,left,8,,1.522
multitaper,changepoint,mu,COI-avg,left,9,0.308,3.84
multitaper,changepoint,mu,COI-avg,left,10,0.48,1.632
multitaper,changepoint,mu,COI-avg,left,11,2.076,1.73
multitaper,changepoint,mu,COI-avg,left,12,0.326,3.74
multitaper,changepoint,mu,COI-avg,left,13,,4.224
multitaper,changepoint,mu,COI-avg,left,14,0.382,1.51
multitaper,changepoint,mu,COI-avg,left,15,,1.502
multitaper,changepoint,mu,COI-avg,left,16,0.304,
multitaper,changepoint,mu,COI-avg,left,17,0.638,1.536
multitaper,changepoint,mu,COI-avg,left,18,0.306,2.972
multitaper,changepoint,mu,COI-avg,left,19,0.59,
multitaper,changepoint,mu,COI-avg,left,20,0.316,1.508
multitaper,changepoint,mu,COI-avg,left,21,,1.654
multitaper,changepoint,mu,COI-avg,left,22,,2.072
multitaper,changepoint,mu,COI-avg,left,23,,2.804
multitaper,halfpeak,mu,COI-avg,left,0,0.638,1.5
multitaper,halfpeak,mu,COI-avg,left,1,0.506,2.034
multitaper,halfpeak,mu,COI-avg,left,2,0.3,3.086
multitaper,halfpeak,mu,COI-avg,left,3,0.3,
multitaper,halfpeak,mu,COI-avg,left,4,0.766,2.608
multitaper,halfpeak,mu,COI-avg,left,5,0.956,3.936
multitaper,halfpeak,mu,COI-avg,left,6,1.86,1.5
multitaper,halfpeak,mu,COI-avg,left,7,0.616,1.5
multitaper,halfpeak,mu,COI-avg,left,8,0.638,1.612
multitaper,halfpeak,mu,COI-avg,left,9,0.3,3.37
multitaper,halfpeak,mu,COI-avg,left,10,0.594,1.658
multitaper,halfpeak,mu,COI-avg,left,11,1.958,3.01
multitaper,halfpeak,mu,COI-avg,left,12,0.328,2.806
multitaper,halfpeak,mu,COI-avg,left,13,1.28,3.99
multitaper,halfpeak,mu,COI-avg,left,14,0.822,4.888
multitaper,halfpeak,mu,COI-avg,left,15,0.678,1.5
multitaper,halfpeak,mu,COI-avg,left,16,0.3,
multitaper,halfpeak,mu,COI-avg,left,17,1.844,3.48
multitaper,halfpeak,mu,COI-avg,left,18,0.3,2.626
multitaper,halfpeak,mu,COI-avg,left,19,0.864,3.796
multitaper,halfpeak,mu,COI-avg,left,20,0.3,2.672
multitaper,halfpeak,mu,COI-avg,left,21,0.698,3.26
multitaper,halfpeak,mu,COI-avg,left,22,1.472,1.95
multitaper,halfpeak,mu,COI-avg,left,23,1.234,3.194
multitaper,thresh_sd,beta,COI-avg,left,0,,2.482
multitaper,thresh_sd,beta,COI-avg,left,1,,2.414
multitaper,thresh_sd,beta,COI-avg,left,2,,
multitaper,thresh_sd,beta,COI-avg,left,3,0.496,
multitaper,thresh_sd,beta,COI-avg,left,4,,
multitaper,thresh_sd,beta,COI-avg,left,5,,
multitaper,thresh_sd,beta,COI-avg,left,6,,
multitaper,thresh_sd,beta,COI-avg,left,7,,
multitaper,thresh_sd,beta,COI-avg,left,8,,1.898
multitaper,thresh_sd,beta,COI-avg,left,9,,1.846
multitaper,thresh_sd,beta,COI-avg,left,10,,1.574
multitaper,thresh_sd,beta,COI-avg,left,11,,2.504
multitaper,thresh_sd,beta,COI-avg,left,12,,
multitaper,thresh_sd,beta,COI-avg,left,13,,
multitaper,thresh_sd,beta,COI-avg,left,14,,2.154
multitaper,thresh_sd,beta,COI-avg,left,15,,
multitaper,thresh_sd,beta,COI-avg,left,16,,
multitaper,thresh_sd,beta,COI-avg,left,17,,
multitaper,thresh_sd,beta,COI-avg,left,18,,
multitaper,thresh_sd,beta,COI-avg,left,19,,3.444
multitaper,thresh_sd,beta,COI-avg,left,20,,
multitaper,thresh_sd,beta,COI-avg,left,21,,2.21
multitaper,thresh_sd,beta,COI-avg,left,22,,
multitaper,thresh_sd,beta,COI-avg,left,23,,3.106
multitaper,changepoint,beta,COI-avg,left,0,0.312,1.532
multitaper,changepoint,beta,COI-avg,left,1,,1.548
multitaper,changepoint,beta,COI-avg,left,2,0.306,
multitaper,changepoint,beta,COI-avg,left,3,0.314,1.504
multitaper,changepoint,beta,COI-avg,left,4,0.826,2.174
multitaper,changepoint,beta,COI-avg,left,5,0.304,
multitaper,changepoint,beta,COI-avg,left,6,1.0,
multitaper,changepoint,beta,COI-avg,left,7,0.32,3.754
multitaper,changepoint,beta,COI-avg,left,8,,1.534
multitaper,changepoint,beta,COI-avg,left,9,,1.502
multitaper,changepoint,beta,COI-avg,left,10,0.308,1.506
multitaper,changepoint,beta,COI-avg,left,11,,1.51
multitaper,changepoint,beta,COI-avg,left,12,,1.528
multitaper,changepoint,beta,COI-avg,left,13,1.83,
multitaper,changepoint,beta,COI-avg,left,14,0.312,1.506
multitaper,changepoint,beta,COI-avg,left,15,0.512,1.528
multitaper,changepoint,beta,COI-avg,left,16,0.308,
multitaper,changepoint,beta,COI-avg,left,17,1.102,2.658
multitaper,changepoint,beta,COI-avg,left,18,0.454,1.506
multitaper,changepoint,beta,COI-avg,left,19,,1.516
multitaper,changepoint,beta,COI-avg,left,20,0.574,1.518
multitaper,changepoint,beta,COI-avg,left,21,0.318,2.27
multitaper,changepoint,beta,COI-avg,left,22,,1.628
multitaper,changepoint,beta,COI-avg,left,23,0.34,1.512
multitaper,halfpeak,beta,COI-avg,left,0,0.392,2.502
multitaper,halfpeak,beta,COI-avg,left,1,1.072,2.234
multitaper,halfpeak,beta,COI-avg,left,2,0.3,2.73
multitaper,halfpeak,beta,COI-avg,left,3,0.348,1.5
multitaper,halfpeak,beta,COI-avg,left,4,0.69,1.998
